id,hugo,info,entrez,created_at,updated_at
6031,BCL6,,604,,
6032,KPNA3,,3839,,
6033,DCAF6,,55827,,
6034,PCDH1,,5097,,
6035,MATR3,,9782,,
6036,RBKS,,64080,,
6037,SMARCA4,,6597,,
6038,MLPH,,79083,,
6039,SCARA3,,51435,,
6040,RCOR2,,283248,,
6041,DHX29,,54505,,
6042,ZFR2,,23217,,
6043,PDPN,,10630,,
6044,TSC22D4,,81628,,
6045,NCOA2,,10499,,
6046,HAS1,,3036,,
6047,DUSP18,,150290,,
6048,SLC7A14,,57709,,
6049,TM4SF5,,9032,,
6050,MBD2,,8932,,
6051,TFAP2A,,7020,,
6052,MOCOS,,55034,,
6053,GNE,,10020,,
6054,TAF1C,,9013,,
6055,KIF15,,56992,,
6056,ZNF76,,7629,,
6057,IGLV6-57,,28778,,
6058,TMPRSS11D,,9407,,
6059,IL1RN,,3557,,
6060,SPRY1,,10252,,
6061,EBNA1BP2,,10969,,
6062,ZAK,,51776,,
6063,KIAA0513,,9764,,
6064,NLRP3,,114548,,
6065,GATS,,352954,,
6066,ZBTB8A,,653121,,
6067,ADORA3,,140,,
6068,ISOC1,,51015,,
6069,MAP7,,9053,,
6070,CYP11B1,,1584,,
6071,ALLC,,55821,,
6072,CDHR2,,54825,,
6073,TP73-AS1,,57212,,
6074,CFHR1,,3078,,
6075,ST3GAL3,,6487,,
6076,NUDT5,,11164,,
6077,PLEKHA7,,144100,,
6078,HLA-G,,3135,,
6079,COL11A2,,1302,,
6080,BCL11B,,64919,,
6081,USP16,,10600,,
6082,CEACAM8,,1088,,
6083,HSF2BP,,11077,,
6084,CCDC94,,55702,,
6085,HLA-B,,3106,,
6086,MACROD1,,28992,,
6087,KDELC1,,79070,,
6088,HK3,,3101,,
6089,FAM65B,,9750,,
6090,SIPA1L2,,57568,,
6091,C8orf39,,55472,,
6092,CUL5,,8065,,
6093,GRIN2A,,2903,,
6094,GPRASP1,,9737,,
6095,MAP3K1,,4214,,
6096,MRPL46,,26589,,
6097,PTBP2,,58155,,
6098,ST8SIA4,,7903,,
6099,SH3BGRL2,,83699,,
6100,GPR12,,2835,,
6101,ERBB2,,2064,,
6102,ILF3,,3609,,
6103,FOXO4,,4303,,
6104,NR1H3,,10062,,
6105,BACH1,,571,,
6106,DRAP1,,10589,,
6107,RGS19,,10287,,
6108,GPX8,,493869,,
6109,NUDT21,,11051,,
6110,KIAA0556,,23247,,
6111,CTAGE5,,4253,,
6112,ACCN4,,55515,,
6113,KLK11,,11012,,
6114,VIPR1,,7433,,
6115,CBX3,,11335,,
6116,MNX1,,3110,,
6117,C11orf80,,79703,,
6118,SPEG,,10290,,
6119,PLD4,,122618,,
6120,ANKRA2,,57763,,
6121,RASL11B,,65997,,
6122,BMP2K,,55589,,
6123,SDCCAG3,,10807,,
6124,IPW,,3653,,
6125,MYH6,,4624,,
6126,TNNI2,,7136,,
6127,IKZF2,,22807,,
6128,NANS,,54187,,
6129,MT1M,,4499,,
6130,ZNF248,,57209,,
6131,ENTPD4,,9583,,
6132,PDSS1,,23590,,
6133,SPEF1,,25876,,
6134,PKDCC,,91461,,
6135,FAM189A1,,23359,,
6136,TP63,,8626,,
6137,PDE7B,,27115,,
6138,LOC646541,,646541,,
6139,IFNA4,,3441,,
6140,RGNEF,,64283,,
6141,FAM161A,,84140,,
6142,RAB27B,,5874,,
6143,GJD2,,57369,,
6144,NSDHL,,50814,,
6145,POLE2,,5427,,
6146,GLO1,,2739,,
6147,TINAG,,27283,,
6148,PSTPIP1,,9051,,
6149,TRIM36,,55521,,
6150,KLHL35,,283212,,
6151,TMEM209,,84928,,
6152,TPBG,,7162,,
6153,GUCY1B2,,2974,,
6154,C17orf75,,64149,,
6155,GPR39,,2863,,
6156,CDT1,,81620,,
6157,LILRA4,,23547,,
6158,HSD3B2,,3284,,
6159,URB1,,9875,,
6160,BNIP2,,663,,
6161,FEZ1,,9638,,
6162,LOC100126582,,100126582,,
6163,SEC31B,,25956,,
6164,CLCNKB,,1188,,
6165,SPAG11B,,10407,,
6166,SLC30A4,,7782,,
6167,CARD9,,64170,,
6168,SERAC1,,84947,,
6169,CLK4,,57396,,
6170,DNAJB14,,79982,,
6171,CKS2,,1164,,
6172,DHRSX,,207063,,
6173,SLIT1,,6585,,
6174,VAMP2,,6844,,
6175,IGF1,,3479,,
6176,SELPLG,,6404,,
6177,FUT10,,84750,,
6178,PTPN1,,5770,,
6179,EBP,,10682,,
6180,ITLN1,,55600,,
6181,CRYBG3,,131544,,
6182,COMP,,1311,,
6183,APOL6,,80830,,
6184,ZNF324B,,388569,,
6185,NT5DC2,,64943,,
6186,KCNN1,,3780,,
6187,PLXNB1,,5364,,
6188,HIST1H1E,,3008,,
6189,SLC22A18AS,,5003,,
6190,GALNTL6,,442117,,
6191,TREX1,,11277,,
6192,TRPC1,,7220,,
6193,RPN1,,6184,,
6194,PRSS23,,11098,,
6195,NEDD4L,,23327,,
6196,GNAI2,,2771,,
6197,MRPS18B,,28973,,
6198,FAM131B,,9715,,
6199,EXD3,,54932,,
6200,HIP1,,3092,,
6201,PER2,,8864,,
6202,HSPBAP1,,79663,,
6203,CD79B,,974,,
6204,PIGC,,5279,,
6205,TTYH2,,94015,,
6206,ZC3H8,,84524,,
6207,TBL1Y,,90665,,
6208,OLFM4,,10562,,
6209,PNMAL1,,55228,,
6210,PON3,,5446,,
6211,TSPAN2,,10100,,
6212,RAMP2,,10266,,
6213,SAA4,,6291,,
6214,PRM3,,58531,,
6215,ANXA6,,309,,
6216,RP9,,6100,,
6217,ASF1B,,55723,,
6218,ASB13,,79754,,
6219,CCDC96,,257236,,
6220,SLC6A17,,388662,,
6221,SOX8,,30812,,
6222,INCENP,,3619,,
6223,KCNJ2,,3759,,
6224,LRP2BP,,55805,,
6225,GALNT8,,26290,,
6226,ZNF550,,162972,,
6227,TRIP12,,9320,,
6228,ZFP64,,55734,,
6229,ORC1,,4998,,
6230,C1orf38,,9473,,
6231,HNF4G,,3174,,
6232,ENPP1,,5167,,
6233,HMBOX1,,79618,,
6234,ZFYVE16,,9765,,
6235,FGF7P2,,394217,,
6236,HDLBP,,3069,,
6237,FMO2,,2327,,
6238,CCDC134,,79879,,
6239,NTHL1,,4913,,
6240,WNK2,,65268,,
6241,TNN,,63923,,
6242,ACAA2,,10449,,
6243,SGIP1,,84251,,
6244,PDE10A,,10846,,
6245,PAPOLA,,10914,,
6246,HDGFL1,,154150,,
6247,PTPN11,,5781,,
6248,CYP39A1,,51302,,
6249,H6PD,,9563,,
6250,MUC4,,4585,,
6251,ZFP37,,7539,,
6252,AJAP1,,55966,,
6253,SCRN1,,9805,,
6254,CAPN12,,147968,,
6255,C13orf33,,84935,,
6256,ATP5B,,506,,
6257,CCL18,,6362,,
6258,KCNF1,,3754,,
6259,ADAM17,,6868,,
6260,FOSL2,,2355,,
6261,GP9,,2815,,
6262,SLC25A24,,29957,,
6263,PTPRS,,5802,,
6264,OXCT2,,64064,,
6265,PEX19,,5824,,
6266,DHODH,,1723,,
6267,ARID3B,,10620,,
6268,G6PC3,,92579,,
6269,GYPE,,2996,,
6270,HTR1D,,3352,,
6271,BMP5,,653,,
6272,NRN1,,51299,,
6273,MFSD6,,54842,,
6274,IQGAP1,,8826,,
6275,CAMK2N2,,94032,,
6276,ACSS1,,84532,,
6277,DOCK8,,81704,,
6278,GPR124,,25960,,
6279,PRKCE,,5581,,
6280,RHOV,,171177,,
6281,SIRT2,,22933,,
6282,GATC,,283459,,
6283,ADRA2A,,150,,
6284,PRAF2,,11230,,
6285,PACRG,,135138,,
6286,ANKRD40,,91369,,
6287,DHRS11,,79154,,
6288,FNDC3A,,22862,,
6289,AFF3,,3899,,
6290,IL10RA,,3587,,
6291,GDF2,,2658,,
6292,FKBP1B,,2281,,
6293,ALS2CR8,,79800,,
6294,CIDEA,,1149,,
6295,HHLA1,,10086,,
6296,MGLL,,11343,,
6297,ACTC1,,70,,
6298,GRIA2,,2891,,
6299,C2orf67,,151050,,
6300,MLLT3,,4300,,
6301,TTC35,,9694,,
6302,DCAF8,,50717,,
6303,ASB3,,51130,,
6304,LIMS1,,3987,,
6305,C17orf103,,256302,,
6306,COMTD1,,118881,,
6307,NPAS3,,64067,,
6308,MKLN1,,4289,,
6309,SLC22A2,,6582,,
6310,PARD6B,,84612,,
6311,CD200,,4345,,
6312,EMILIN2,,84034,,
6313,TFR2,,7036,,
6314,AP4E1,,23431,,
6315,CPVL,,54504,,
6316,IFNE,,338376,,
6317,FAM43B,,163933,,
6318,REC8,,9985,,
6319,ARRDC3,,57561,,
6320,SLC38A10,,124565,,
6321,DAP3,,7818,,
6322,UBA3,,9039,,
6323,CCNJL,,79616,,
6324,HAPLN2,,60484,,
6325,DMD,,1756,,
6326,UTF1,,8433,,
6327,SHB,,6461,,
6328,ICMT,,23463,,
6329,ARHGAP15,,55843,,
6330,KCNH7,,90134,,
6331,CD44,,960,,
6332,ST18,,9705,,
6333,CHORDC1,,26973,,
6334,CUL4A,,8451,,
6335,SLC4A3,,6508,,
6336,SH3RF1,,57630,,
6337,PROZ,,8858,,
6338,CCR7,,1236,,
6339,KLHL2,,11275,,
6340,LRRC15,,131578,,
6341,PCGF2,,7703,,
6342,ULBP1,,80329,,
6343,MAL,,4118,,
6344,KIAA0125,,9834,,
6345,FYB,,2533,,
6346,TMLHE,,55217,,
6347,MYO7A,,4647,,
6348,C10orf47,,254427,,
6349,NRM,,11270,,
6350,GABRP,,2568,,
6351,FGF10,,2255,,
6352,TSPO,,706,,
6353,CKMT1A,,548596,,
6354,MAP6D1,,79929,,
6355,WDR52,,55779,,
6356,TNP1,,7141,,
6357,MNT,,4335,,
6358,TAB1,,10454,,
6359,MADD,,8567,,
6360,MUSK,,4593,,
6361,PAPSS1,,9061,,
6362,NPY,,4852,,
6363,SEPT1,,1731,,
6364,C6orf147,,387097,,
6365,HIPK2,,28996,,
6366,UXS1,,80146,,
6367,GPR135,,64582,,
6368,KIAA0492,,57238,,
6369,FRAS1,,80144,,
6370,BAAT,,570,,
6371,TRIL,,9865,,
6372,YBX2,,51087,,
6373,EMID2,,136227,,
6374,NR3C1,,2908,,
6375,WDHD1,,11169,,
6376,DTL,,51514,,
6377,CYP27B1,,1594,,
6378,BTD,,686,,
6379,STAG2,,10735,,
6380,TGFBR2,,7048,,
6381,G6PC,,2538,,
6382,FLJ39051,,399972,,
6383,PDCL3,,79031,,
6384,RASSF1,,11186,,
6385,TMEM186,,25880,,
6386,SRGAP3,,9901,,
6387,IL6ST,,3572,,
6388,CHRNA7,,1139,,
6389,PPIL2,,23759,,
6390,TXK,,7294,,
6391,P2RY11,,5032,,
6392,BIN1,,274,,
6393,SEPX1,,51734,,
6394,HS6ST2,,90161,,
6395,C2orf73,,129852,,
6396,MRPS18A,,55168,,
6397,GNG3,,2785,,
6398,PRICKLE3,,4007,,
6399,PPM1H,,57460,,
6400,MTHFD2L,,441024,,
6401,AR,,367,,
6402,BCAN,,63827,,
6403,LCT,,3938,,
6404,CD1B,,910,,
6405,PAK1IP1,,55003,,
6406,PASK,,23178,,
6407,DOK3,,79930,,
6408,TIE1,,7075,,
6409,RSAD1,,55316,,
6410,ACVR2B,,93,,
6411,PSMB10,,5699,,
6412,PRKAB1,,5564,,
6413,CCDC90B,,60492,,
6414,EIF2S2,,8894,,
6415,RABEPK,,10244,,
6416,TSPYL5,,85453,,
6417,RBM11,,54033,,
6418,S100A3,,6274,,
6419,C19orf57,,79173,,
6420,IFNG,,3458,,
6421,MON1B,,22879,,
6422,MAGEA8,,4107,,
6423,STK10,,6793,,
6424,PVRIG,,79037,,
6425,LOC644250,,644250,,
6426,GABRR2,,2570,,
6427,SAP30,,8819,,
6428,PAPD4,,167153,,
6429,HPR,,3250,,
6430,PLEKHH3,,79990,,
6431,KCNK7,,10089,,
6432,TUBA8,,51807,,
6433,AMIGO2,,347902,,
6434,DOCK10,,55619,,
6435,MRPL3,,11222,,
6436,TM9SF3,,56889,,
6437,HNRNPA3P1,,10151,,
6438,RBFOX2,,23543,,
6439,C21orf91,,54149,,
6440,FAM83D,,81610,,
6441,VPS33B,,26276,,
6442,SPEER4F,,442880,,
6443,LDHC,,3948,,
6444,PXN,,5829,,
6445,OPA1,,4976,,
6446,ODZ4,,26011,,
6447,PCNT,,5116,,
6448,CCR4,,1233,,
6449,TRPV6,,55503,,
6450,FXYD7,,53822,,
6451,FAM50B,,26240,,
6452,RECQL4,,9401,,
6453,MYSM1,,114803,,
6454,FOLR4,,390243,,
6455,BCL2L13,,23786,,
6456,PPP1R15A,,23645,,
6457,RMND1,,55005,,
6458,TTC9,,23508,,
6459,C9orf91,,203197,,
6460,FAM49A,,81553,,
6461,DEPDC5,,9681,,
6462,PRSS50,,29122,,
6463,CYSLTR2,,57105,,
6464,NANOS2,,339345,,
6465,CCBL1,,883,,
6466,SPAM1,,6677,,
6467,PRDM14,,63978,,
6468,NAPSA,,9476,,
6469,EXOSC1,,51013,,
6470,HBZ,,3050,,
6471,C16orf59,,80178,,
6472,SEMA3G,,56920,,
6473,TBC1D29,,26083,,
6474,C6orf226,,441150,,
6475,HES5,,388585,,
6476,CES5A,,221223,,
6477,ZMPSTE24,,10269,,
6478,SLC24A3,,57419,,
6479,BCR,,613,,
6480,MYCT1,,80177,,
6481,PDE1C,,5137,,
6482,KIR2DL5A,,57292,,
6483,TRAIP,,10293,,
6484,MAPK6,,5597,,
6485,ZCCHC14,,23174,,
6486,GSS,,2937,,
6487,RFWD3,,55159,,
6488,IL12B,,3593,,
6489,RNF186,,54546,,
6490,CRK,,1398,,
6491,POLR2J4,,84820,,
6492,IL18R1,,8809,,
6493,SFRP1,,6422,,
6494,ZNF22,,7570,,
6495,LCLAT1,,253558,,
6496,KIAA0430,,9665,,
6497,ZNF267,,10308,,
6498,VHL,,7428,,
6499,EIF3A,,8661,,
6500,PRRT2,,112476,,
6501,NIP7,,51388,,
6502,C14orf1,,11161,,
6503,ANKRD32,,84250,,
6504,LOC441178,,441178,,
6505,SPRYD7,,57213,,
6506,MNAT1,,4331,,
6507,C8orf85,,441376,,
6508,GPR160,,26996,,
6509,MST1P9,,11223,,
6510,GINS1,,9837,,
6511,ACY3,,91703,,
6512,FADS3,,3995,,
6513,ATP9A,,10079,,
6514,SELS,,55829,,
6515,PPM1E,,22843,,
6516,L2HGDH,,79944,,
6517,VAC14,,55697,,
6518,DLGAP1,,9229,,
6519,SHC3,,53358,,
6520,TSSK2,,23617,,
6521,ABI3BP,,25890,,
6522,ZNF295,,49854,,
6523,GPX6,,257202,,
6524,POLE,,5426,,
6525,SLC35G3,,146861,,
6526,ZBTB45,,84878,,
6527,LPAR2,,9170,,
6528,DPM3,,54344,,
6529,RFPL1-AS1,,10740,,
6530,CSH2,,1443,,
6531,FAM65C,,140876,,
6532,SLC25A25,,114789,,
6533,BAX,,581,,
6534,TCP11,,6954,,
6535,LAGE3,,8270,,
6536,RSRC1,,51319,,
6537,TYW5,,129450,,
6538,ERG,,2078,,
6539,RAN,,5901,,
6540,SLC17A4,,10050,,
6541,ZNF500,,26048,,
6542,RBM3,,5935,,
6543,PPP1R37,,284352,,
6544,ADIPOR2,,79602,,
6545,SAMM50,,25813,,
6546,THBS4,,7060,,
6547,SLC16A14,,151473,,
6548,ZFHX3,,463,,
6549,KIAA1430,,57587,,
6550,DPY19L2P2,,349152,,
6551,CACNA1I,,8911,,
6552,AKAP6,,9472,,
6553,CTNNA2,,1496,,
6554,LRRC31,,79782,,
6555,TAS2R1,,50834,,
6556,B4GALT3,,8703,,
6557,LAMB2,,3913,,
6558,SLC9A3R1,,9368,,
6559,TLE3,,7090,,
6560,AKIP1,,56672,,
6561,DKC1,,1736,,
6562,SCML1,,6322,,
6563,TMEM48,,55706,,
6564,LRG1,,116844,,
6565,AMPD2,,271,,
6566,IL27RA,,9466,,
6567,PHEX,,5251,,
6568,UGP2,,7360,,
6569,ADAR,,103,,
6570,STK36,,27148,,
6571,CHIA,,27159,,
6572,INSL3,,3640,,
6573,JUN,,3725,,
6574,AZGP1,,563,,
6575,ZDHHC12,,84885,,
6576,ATP5G2,,517,,
6577,CALCR,,799,,
6578,KATNA1,,11104,,
6579,DPY19L4,,286148,,
6580,FUT7,,2529,,
6581,RLN1,,6013,,
6582,UGGT1,,56886,,
6583,SYF2,,25949,,
6584,POLR3G,,10622,,
6585,DCAF17,,80067,,
6586,HDGFRP3,,50810,,
6587,PPP4R1,,9989,,
6588,KIAA1310,,55683,,
6589,OPRM1,,4988,,
6590,KIF13B,,23303,,
6591,MYO10,,4651,,
6592,KLF8,,11279,,
6593,LLGL2,,3993,,
6594,IL17D,,53342,,
6595,CALN1,,83698,,
6596,VPS16,,64601,,
6597,TXN2,,25828,,
6598,H1FX,,8971,,
6599,CHCHD6,,84303,,
6600,SLC1A2,,6506,,
6601,LRP2,,4036,,
6602,CBLN4,,140689,,
6603,EFHD2,,79180,,
6604,SLC25A21,,89874,,
6605,PNMT,,5409,,
6606,HTR1E,,3354,,
6607,NUFIP1,,26747,,
6608,KHDC1,,80759,,
6609,ECI1,,1632,,
6610,SLC38A1,,81539,,
6611,STK39,,27347,,
6612,WDR36,,134430,,
6613,TMEFF1,,8577,,
6614,OTOR,,56914,,
6615,EMP3,,2014,,
6616,NME6,,10201,,
6617,TUFT1,,7286,,
6618,LOC440334,,440334,,
6619,KIR2DL3,,3804,,
6620,LTN1,,26046,,
6621,SLC6A4,,6532,,
6622,KIAA2013,,90231,,
6623,PTPRJ,,5795,,
6624,CD6,,923,,
6625,GMDS,,2762,,
6626,MAPK4,,5596,,
6627,PAPLN,,89932,,
6628,C9orf30,,91283,,
6629,SMS,,6611,,
6630,FANK1,,92565,,
6631,SPN,,6693,,
6632,GMEB1,,10691,,
6633,MMP8,,4317,,
6634,NGEF,,25791,,
6635,EDN3,,1908,,
6636,RAD52,,5893,,
6637,TPTE,,7179,,
6638,RTN4IP1,,84816,,
6639,QPCTL,,54814,,
6640,FNDC1,,84624,,
6641,PEX12,,5193,,
6642,TSC2,,7249,,
6643,MAN2A1,,4124,,
6644,COCH,,1690,,
6645,CACNA1H,,8912,,
6646,CYTH3,,9265,,
6647,KCNA5,,3741,,
6648,SPNS2,,124976,,
6649,BCOR,,54880,,
6650,EFS,,10278,,
6651,DPPA2,,151871,,
6652,BAIAP2L1,,55971,,
6653,LOC339524,,339524,,
6654,UCHL3,,7347,,
6655,SLAMF9,,89886,,
6656,ARMC1,,55156,,
6657,GNG12,,55970,,
6658,UBR7,,55148,,
6659,ZBTB17,,7709,,
6660,STK38L,,23012,,
6661,KRT222,,125113,,
6662,CLDN11,,5010,,
6663,RAB40A,,142684,,
6664,ZNF362,,149076,,
6665,PRB3,,5544,,
6666,HIC2,,23119,,
6667,ZNF10,,7556,,
6668,ZNF304,,57343,,
6669,SYBU,,55638,,
6670,TTC30B,,150737,,
6671,HDAC7,,51564,,
6672,WNT6,,7475,,
6673,MED24,,9862,,
6674,TRAK2,,66008,,
6675,NLN,,57486,,
6676,USH1C,,10083,,
6677,PARP3,,10039,,
6678,SERPINA10,,51156,,
6679,ALDH3B2,,222,,
6680,BTC,,685,,
6681,SLC19A3,,80704,,
6682,ZNF350,,59348,,
6683,MFF,,56947,,
6684,B3GALT4,,8705,,
6685,GCET2,,257144,,
6686,SLC23A2,,9962,,
6687,NBEAL2,,23218,,
6688,GFM2,,84340,,
6689,ROR2,,4920,,
6690,VSIG4,,11326,,
6691,TIA1,,7072,,
6692,LOC653602,,653602,,
6693,DLX2,,1746,,
6694,C2orf27A,,29798,,
6695,C22orf40,,150383,,
6696,PLSCR1,,5359,,
6697,HS2ST1,,9653,,
6698,CPA1,,1357,,
6699,RAD51,,5888,,
6700,TAF13,,6884,,
6701,INTS6,,26512,,
6702,PPARD,,5467,,
6703,ANTXRL,,195977,,
6704,ZNF593,,51042,,
6705,SLC16A1,,6566,,
6706,EPN3,,55040,,
6707,PKD2,,5311,,
6708,KIAA0368,,23392,,
6709,PRO1880,,100505593,,
6710,NR2E1,,7101,,
6711,MED13,,9969,,
6712,ICAM4,,3386,,
6713,CMKLR1,,1240,,
6714,C5orf54,,63920,,
6715,SERPINH1,,871,,
6716,YIPF3,,25844,,
6717,GPR45,,11250,,
6718,TRAFD1,,10906,,
6719,MVK,,4598,,
6720,CCDC114,,93233,,
6721,FGFRL1,,53834,,
6722,LOC145678,,145678,,
6723,CCL19,,6363,,
6724,C9orf31,,57000,,
6725,C3orf19,,51244,,
6726,MRPL30,,51263,,
6727,ZNF316,,100131017,,
6728,GRIP1,,23426,,
6729,LSM4,,25804,,
6730,CKAP5,,9793,,
6731,RTN4RL1,,146760,,
6732,ACTN2,,88,,
6733,LINC00302,,388699,,
6734,ESRP2,,80004,,
6735,PPP2R5B,,5526,,
6736,SLC13A2,,9058,,
6737,SCGB1D2,,10647,,
6738,CORO1B,,57175,,
6739,CAST,,831,,
6740,LMBRD2,,92255,,
6741,PHLDA1,,22822,,
6742,SLC39A6,,25800,,
6743,SLC5A11,,115584,,
6744,EXOC4,,60412,,
6745,ARHGAP24,,83478,,
6746,CLDN8,,9073,,
6747,PCDHGA11,,56105,,
6748,ODZ2,,57451,,
6749,CYP2J2,,1573,,
6750,WDFY2,,115825,,
6751,MTERFD1,,51001,,
6752,NCOA1,,8648,,
6753,BTN2A1,,11120,,
6754,BLM,,641,,
6755,GABPB2,,126626,,
6756,MFAP2,,4237,,
6757,IGLL1,,3543,,
6758,KIF5B,,3799,,
6759,CACNA2D1,,781,,
6760,CCDC130,,81576,,
6761,GPR75,,10936,,
6762,NINJ1,,4814,,
6763,SRGAP2P2,,647135,,
6764,TDRD10,,126668,,
6765,PCDH19,,57526,,
6766,FAM70B,,348013,,
6767,LOXL4,,84171,,
6768,TFAP2B,,7021,,
6769,ARHGEF12,,23365,,
6770,STRADA,,92335,,
6771,RAI2,,10742,,
6772,MAGT1,,84061,,
6773,USP27X,,389856,,
6774,CAMK2N1,,55450,,
6775,METTL13,,51603,,
6776,ABHD5,,51099,,
6777,ZFYVE26,,23503,,
6778,OR10H3,,26532,,
6779,MYOT,,9499,,
6780,PIAS3,,10401,,
6781,TSPAN6,,7105,,
6782,CDH20,,28316,,
6783,KLHL36,,79786,,
6784,TNFRSF18,,8784,,
6785,RPA2,,6118,,
6786,ELOF1,,84337,,
6787,NCEH1,,57552,,
6788,TMEM37,,140738,,
6789,MYH3,,4621,,
6790,FBP1,,2203,,
6791,PDHA2,,5161,,
6792,KIAA0922,,23240,,
6793,PPIP5K2,,23262,,
6794,ACSBG1,,23205,,
6795,DRG1,,4733,,
6796,PLCH2,,9651,,
6797,SOX12,,6666,,
6798,KLF5,,688,,
6799,OSBPL2,,9885,,
6800,ABCB6,,10058,,
6801,C6orf10,,10665,,
6802,CADM4,,199731,,
6803,LRCH1,,23143,,
6804,PROS1,,5627,,
6805,ATP5D,,513,,
6806,POT1,,25913,,
6807,AEBP1,,165,,
6808,SMCP,,4184,,
6809,KIAA0090,,23065,,
6810,ZNF337,,26152,,
6811,DNTTIP2,,30836,,
6812,CCT6P3,,643180,,
6813,PRDM4,,11108,,
6814,PIP5K1A,,8394,,
6815,BAK1,,578,,
6816,TCL1A,,8115,,
6817,HUMBINDC,,29892,,
6818,ATP2A1,,487,,
6819,SLC25A15,,10166,,
6820,BAHD1,,22893,,
6821,FBLN1,,2192,,
6822,TMSB4X,,7114,,
6823,OXA1L,,5018,,
6824,DIAPH2,,1730,,
6825,TBC1D16,,125058,,
6826,CBX7,,23492,,
6827,ATG16L1,,55054,,
6828,CTSW,,1521,,
6829,LRRC37A4,,55073,,
6830,CARS,,833,,
6831,SSTR5,,6755,,
6832,NARG2,,79664,,
6833,POLA1,,5422,,
6834,FAM188A,,80013,,
6835,PGR,,5241,,
6836,SLC28A3,,64078,,
6837,GALNT5,,11227,,
6838,GEMIN6,,79833,,
6839,CROCC,,9696,,
6840,ABCC9,,10060,,
6841,GSTM2,,2946,,
6842,GNS,,2799,,
6843,LITAF,,9516,,
6844,CNTNAP4,,85445,,
6845,SPINT1,,6692,,
6846,PIK3IP1,,113791,,
6847,PLCD1,,5333,,
6848,TBX2,,6909,,
6849,YSK4,,80122,,
6850,SMURF1,,57154,,
6851,ANKLE1,,126549,,
6852,VCL,,7414,,
6853,HIST1H2AL,,8332,,
6854,JAK3,,3718,,
6855,HOOK1,,51361,,
6856,VPREB1,,7441,,
6857,STAG3L1,,54441,,
6858,WFDC8,,90199,,
6859,TNNI1,,7135,,
6860,TMPRSS3,,64699,,
6861,SSB,,6741,,
6862,ACOT1,,641371,,
6863,TH,,7054,,
6864,PLA2G5,,5322,,
6865,PLCG2,,5336,,
6866,TTLL12,,23170,,
6867,CAP2,,10486,,
6868,SGPL1,,8879,,
6869,PADI3,,51702,,
6870,HCK,,3055,,
6871,INSRR,,3645,,
6872,ZNF137P,,7696,,
6873,GKN1,,56287,,
6874,MEX3B,,84206,,
6875,A1BG-AS1,,503538,,
6876,GRIA3,,2892,,
6877,DARS,,1615,,
6878,FAM189B,,10712,,
6879,SAMD9,,54809,,
6880,ECI2,,10455,,
6881,LRP5,,4041,,
6882,SLC19A2,,10560,,
6883,PARVA,,55742,,
6884,NIN,,51199,,
6885,ASCL3,,56676,,
6886,EXTL1,,2134,,
6887,CYP4F12,,66002,,
6888,ZEB2,,9839,,
6889,PRICKLE1,,144165,,
6890,SEPN1,,57190,,
6891,KIAA0408,,9729,,
6892,GRRP1,,79927,,
6893,BHLHB9,,80823,,
6894,C8orf33,,65265,,
6895,TMEM50B,,757,,
6896,IPO9,,55705,,
6897,MRPS6,,64968,,
6898,KIAA0415,,9907,,
6899,ATAD2,,29028,,
6900,LSP1,,4046,,
6901,GPR85,,54329,,
6902,XPA,,7507,,
6903,HOXD1,,3231,,
6904,CLDND1,,56650,,
6905,PMPCB,,9512,,
6906,C14orf118,,55668,,
6907,CLVS1,,157807,,
6908,PIK3CB,,5291,,
6909,HMGN3,,9324,,
6910,STAM,,8027,,
6911,TM4SF20,,79853,,
6912,LINC00115,,79854,,
6913,ANKHD1,,54882,,
6914,HDGFRP2,,84717,,
6915,HIRA,,7290,,
6916,ZNF467,,168544,,
6917,LAT2,,7462,,
6918,TARBP2,,6895,,
6919,TK2,,7084,,
6920,C6orf228,,221710,,
6921,BTBD19,,149478,,
6922,GGA1,,26088,,
6923,PDZRN3,,23024,,
6924,MYO1F,,4542,,
6925,USP13,,8975,,
6926,P2RX4,,5025,,
6927,PLS1,,5357,,
6928,KCNG1,,3755,,
6929,APBA2,,321,,
6930,KCNJ8,,3764,,
6931,LOC643396,,643396,,
6932,KCNS3,,3790,,
6933,C20orf181,,100128998,,
6934,DIS3L,,115752,,
6935,CTDP1,,9150,,
6936,STMN4,,81551,,
6937,BZW1,,9689,,
6938,NQO2,,4835,,
6939,HOXA2,,3199,,
6940,TFAM,,7019,,
6941,EPHB1,,2047,,
6942,CACNB2,,783,,
6943,LOC643093,,643093,,
6944,TNFRSF17,,608,,
6945,APOF,,319,,
6946,CHRDL1,,91851,,
6947,NUP62,,23636,,
6948,LIMS2,,55679,,
6949,PCSK4,,54760,,
6950,PKD1L3,,342372,,
6951,HBE1,,3046,,
6952,TNIP3,,79931,,
6953,RPS20P14,,440992,,
6954,PRO1848,,29021,,
6955,GALR3,,8484,,
6956,SEMG2,,6407,,
6957,ARID4B,,51742,,
6958,KCNB1,,3745,,
6959,ZW10,,9183,,
6960,PEX3,,8504,,
6961,NPVF,,64111,,
6962,AP3M2,,10947,,
6963,PLXNA3,,55558,,
6964,IL2RG,,3561,,
6965,ANXA2P2,,304,,
6966,IFNAR1,,3454,,
6967,RAB7A,,7879,,
6968,RAB33A,,9363,,
6969,ZNF862,,643641,,
