id,hugo,info,entrez,created_at,updated_at
6970,MAVS,,57506,,
6971,RBBP5,,5929,,
6972,LOC100133920,,100133920,,
6973,ZNF551,,90233,,
6974,GCGR,,2642,,
6975,NASP,,4678,,
6976,RHPN2,,85415,,
6977,TIMM8A,,1678,,
6978,INTS9,,55756,,
6979,SEC24A,,10802,,
6980,ERMP1,,79956,,
6981,ABCA7,,10347,,
6982,RASD1,,51655,,
6983,MSI1,,4440,,
6984,PISD,,23761,,
6985,VRK1,,7443,,
6986,GTF2A1,,2957,,
6987,GPR143,,4935,,
6988,SOX1,,6656,,
6989,MRTO4,,51154,,
6990,VN1R2,,317701,,
6991,IER5L,,389792,,
6992,PALLD,,23022,,
6993,FAHD2A,,51011,,
6994,MCOLN1,,57192,,
6995,SLC5A7,,60482,,
6996,FOXN3,,1112,,
6997,KNTC1,,9735,,
6998,POR,,5447,,
6999,RNF123,,63891,,
7000,KAT6B,,23522,,
7001,UTY,,7404,,
7002,TSFM,,10102,,
7003,KCNE1,,3753,,
7004,GTF3C5,,9328,,
7005,PRMT10,,90826,,
7006,ACYP1,,97,,
7007,PIP4K2C,,79837,,
7008,RDH11,,51109,,
7009,VOPP1,,81552,,
7010,RSPH9,,221421,,
7011,GABRG1,,2565,,
7012,CCNG1,,900,,
7013,SH2D5,,400745,,
7014,TOM1,,10043,,
7015,PUS1,,80324,,
7016,PPM1A,,5494,,
7017,ZNF292,,23036,,
7018,KLF7,,8609,,
7019,C12orf11,,55726,,
7020,ARHGEF26,,26084,,
7021,HIST1H3J,,8356,,
7022,FLJ14082,,80092,,
7023,SYNE1,,23345,,
7024,DPYSL2,,1808,,
7025,CBX6,,23466,,
7026,HIST1H2BB,,3018,,
7027,NAALADL1,,10004,,
7028,TRAPPC4,,51399,,
7029,WDR43,,23160,,
7030,MRPL50,,54534,,
7031,ZFYVE19,,84936,,
7032,TEAD3,,7005,,
7033,ASTN2,,23245,,
7034,PTCRA,,171558,,
7035,NRG1,,3084,,
7036,PSEN2,,5664,,
7037,BRPF1,,7862,,
7038,PREB,,10113,,
7039,GCOM1,,145781,,
7040,RD3,,343035,,
7041,SHBG,,6462,,
7042,DLGAP5,,9787,,
7043,NFIB,,4781,,
7044,SEPT6,,23157,,
7045,GALNT11,,63917,,
7046,RAPGEF4,,11069,,
7047,PCDHB4,,56131,,
7048,PJA2,,9867,,
7049,LOC642771,,642771,,
7050,RNF138,,51444,,
7051,CCDC124,,115098,,
7052,ABCA12,,26154,,
7053,UTRN,,7402,,
7054,ZHX3,,23051,,
7055,IFNA14,,3448,,
7056,MORN1,,79906,,
7057,ZNF428,,126299,,
7058,FBXO15,,201456,,
7059,CTDSPL,,10217,,
7060,ACSBG2,,81616,,
7061,WDR7,,23335,,
7062,CHCHD1,,118487,,
7063,TLE1,,7088,,
7064,BMP15,,9210,,
7065,NKAP,,79576,,
7066,USP47,,55031,,
7067,GOT2,,2806,,
7068,KIRREL3,,84623,,
7069,POP4,,10775,,
7070,ADAM29,,11086,,
7071,WNT4,,54361,,
7072,FAM48A,,55578,,
7073,UBE2E1,,7324,,
7074,TRMT2B,,79979,,
7075,LYRM7,,90624,,
7076,MUSTN1,,389125,,
7077,C5orf22,,55322,,
7078,WWTR1,,25937,,
7079,DOCK5,,80005,,
7080,DCBLD2,,131566,,
7081,SCN1B,,6324,,
7082,ATG10,,83734,,
7083,TUBG2,,27175,,
7084,GUF1,,60558,,
7085,DEPDC1,,55635,,
7086,LIN7C,,55327,,
7087,MIA3,,375056,,
7088,AKR1C1,,1645,,
7089,STYX,,6815,,
7090,CASD1,,64921,,
7091,GRIA1,,2890,,
7092,ATF2,,1386,,
7093,GTF2H4,,2968,,
7094,CD33,,945,,
7095,SREK1,,140890,,
7096,ATIC,,471,,
7097,OVOL1,,5017,,
7098,HES3,,390992,,
7099,A4GALT,,53947,,
7100,RBBP9,,10741,,
7101,LOC202451,,202451,,
7102,NLE1,,54475,,
7103,ATOX1,,475,,
7104,DCAKD,,79877,,
7105,MIR155HG,,114614,,
7106,SEC61A1,,29927,,
7107,CHN1,,1123,,
7108,BNIP3L,,665,,
7109,FOXP1,,27086,,
7110,RPS6KA6,,27330,,
7111,DOK2,,9046,,
7112,OR10H1,,26539,,
7113,C8orf55,,51337,,
7114,ADSSL1,,122622,,
7115,MRPL18,,29074,,
7116,NTN1,,9423,,
7117,ZNF322,,79692,,
7118,CDH2,,1000,,
7119,MICALL1,,85377,,
7120,CHST3,,9469,,
7121,INPP1,,3628,,
7122,ALPK1,,80216,,
7123,ALPK2,,115701,,
7124,RHBDL3,,162494,,
7125,COL6A2,,1292,,
7126,FBXO28,,23219,,
7127,C7orf70,,84792,,
7128,PTPLAD1,,51495,,
7129,CTTN,,2017,,
7130,IGSF6,,10261,,
7131,CCDC85B,,11007,,
7132,PAX2,,5076,,
7133,KIR2DS2,,100132285,,
7134,ENOX2,,10495,,
7135,IGF2R,,3482,,
7136,FANCG,,2189,,
7137,NHLRC2,,374354,,
7138,ABHD2,,11057,,
7139,CXorf23,,256643,,
7140,BMPER,,168667,,
7141,C1orf109,,54955,,
7142,CHRDL2,,25884,,
7143,ACCN2,,41,,
7144,FAM153B,,202134,,
7145,COLEC10,,10584,,
7146,ELF3,,1999,,
7147,TAF6,,6878,,
7148,TTK,,7272,,
7149,PFDN6,,10471,,
7150,PCBP4,,57060,,
7151,ABCC10,,89845,,
7152,TGIF2,,60436,,
7153,APOC1,,341,,
7154,ALX3,,257,,
7155,MAGEA4,,4103,,
7156,C15orf2,,23742,,
7157,RASAL1,,8437,,
7158,IDUA,,3425,,
7159,ZIC2,,7546,,
7160,VAMP1,,6843,,
7161,MKL1,,57591,,
7162,KIAA1267,,284058,,
7163,FAM91A2,,57234,,
7164,KAT2B,,8850,,
7165,RAD54L2,,23132,,
7166,LINS,,55180,,
7167,MRS2,,57380,,
7168,EPAG,,10824,,
7169,WDR60,,55112,,
7170,RAC3,,5881,,
7171,NR2C2,,7182,,
7172,PAQR7,,164091,,
7173,EAF2,,55840,,
7174,OR12D2,,26529,,
7175,H19,,283120,,
7176,NEPNP,,442253,,
7177,IGKC,,3514,,
7178,ABCA6,,23460,,
7179,MDH2,,4191,,
7180,CXCL13,,10563,,
7181,TMEM229B,,161145,,
7182,GGT7,,2686,,
7183,POLR2A,,5430,,
7184,AAAS,,8086,,
7185,TCFL5,,10732,,
7186,RCN1,,5954,,
7187,C9orf89,,84270,,
7188,FEZF2,,55079,,
7189,MS4A6A,,64231,,
7190,PARP11,,57097,,
7191,ZBTB48,,3104,,
7192,KIF1C,,10749,,
7193,LRRC6,,23639,,
7194,MORC2,,22880,,
7195,PPP1R13L,,10848,,
7196,HNMT,,3176,,
7197,EFNA2,,1943,,
7198,ZNF239,,8187,,
7199,GCC2,,9648,,
7200,SNHG3,,8420,,
7201,SOBP,,55084,,
7202,KLHDC8A,,55220,,
7203,CLDN17,,26285,,
7204,DAPK1,,1612,,
7205,SNX16,,64089,,
7206,GGPS1,,9453,,
7207,GRB7,,2886,,
7208,CHP,,11261,,
7209,CHKB,,1120,,
7210,CPN1,,1369,,
7211,KCTD2,,23510,,
7212,RG9MTD1,,54931,,
7213,HSPE1,,3336,,
7214,KRT31,,3881,,
7215,GJA4,,2701,,
7216,OSTF1,,26578,,
7217,FAM189A2,,9413,,
7218,MAP1B,,4131,,
7219,NTRK2,,4915,,
7220,TMEM5,,10329,,
7221,MGC3771,,81854,,
7222,MTMR9,,66036,,
7223,HNRNPU,,3192,,
7224,PRMT7,,54496,,
7225,EPB41L5,,57669,,
7226,CG030,,116828,,
7227,ZSCAN2,,54993,,
7228,LRTM1,,57408,,
7229,ZNF34,,80778,,
7230,ABHD6,,57406,,
7231,MRC2,,9902,,
7232,MAPT,,4137,,
7233,ESRRA,,2101,,
7234,TNFRSF1B,,7133,,
7235,CBR3,,874,,
7236,WFDC2,,10406,,
7237,MGC2889,,84789,,
7238,TGFBR3,,7049,,
7239,MDM1,,56890,,
7240,AIMP1,,9255,,
7241,AVP,,551,,
7242,C17orf76,,388341,,
7243,HESX1,,8820,,
7244,ZBTB44,,29068,,
7245,CYP7A1,,1581,,
7246,DNAJB1,,3337,,
7247,NBAS,,51594,,
7248,CLCF1,,23529,,
7249,FAM206A,,54942,,
7250,TMTC2,,160335,,
7251,GPR84,,53831,,
7252,FLJ14327,,79972,,
7253,FANCE,,2178,,
7254,ACAP2,,23527,,
7255,LOC729409,,729409,,
7256,ZNF280D,,54816,,
7257,MANBA,,4126,,
7258,GNG4,,2786,,
7259,MUC1,,4582,,
7260,XPO1,,7514,,
7261,DNAH3,,55567,,
7262,GLB1,,2720,,
7263,UBN2,,254048,,
7264,EIF4H,,7458,,
7265,DDX60L,,91351,,
7266,COPS3,,8533,,
7267,SPATA5,,166378,,
7268,PAK1,,5058,,
7269,RFTN2,,130132,,
7270,CDK5RAP2,,55755,,
7271,CDH5,,1003,,
7272,CYP1A2,,1544,,
7273,EML3,,256364,,
7274,TRIM38,,10475,,
7275,LINC00173,,100287569,,
7276,LINC00293,,497634,,
7277,CHAC2,,494143,,
7278,FASTKD1,,79675,,
7279,MAP3K9,,4293,,
7280,HERC5,,51191,,
7281,CUL9,,23113,,
7282,CLDN18,,51208,,
7283,GPR157,,80045,,
7284,IL36A,,27179,,
7285,UBD,,10537,,
7286,TLR9,,54106,,
7287,SLC39A1,,27173,,
7288,HDAC11,,79885,,
7289,RECK,,8434,,
7290,MMRN2,,79812,,
7291,CD209,,30835,,
7292,SLC46A3,,283537,,
7293,NEGR1,,257194,,
7294,SPSB2,,84727,,
7295,PEX11B,,8799,,
7296,NIPSNAP1,,8508,,
7297,COX6B2,,125965,,
7298,STMN3,,50861,,
7299,TAC3,,6866,,
7300,MAFG,,4097,,
7301,MAGEF1,,64110,,
7302,HCG11,,493812,,
7303,STARD8,,9754,,
7304,C10orf81,,79949,,
7305,MYO5C,,55930,,
7306,CHMP2B,,25978,,
7307,CIAPIN1,,57019,,
7308,HSPC047,,29060,,
7309,MUC13,,56667,,
7310,ACSS3,,79611,,
7311,MAP4K1,,11184,,
7312,SLC35E1,,79939,,
7313,FAM115A,,9747,,
7314,SPAG1,,6674,,
7315,CETN3,,1070,,
7316,GUCY1B3,,2983,,
7317,HOXB3,,3213,,
7318,GFRA2,,2675,,
7319,MAN1A2,,10905,,
7320,ST3GAL4,,6484,,
7321,PRKCH,,5583,,
7322,AMELX,,265,,
7323,NUP155,,9631,,
7324,C1RL,,51279,,
7325,NEFM,,4741,,
7326,LHPP,,64077,,
7327,CAPN3,,825,,
7328,GLUL,,2752,,
7329,BLID,,414899,,
7330,MANEAL,,149175,,
7331,NOC4L,,79050,,
7332,TMEM88,,92162,,
7333,SEPT7,,989,,
7334,TCF12,,6938,,
7335,ANKS1B,,56899,,
7336,TBL3,,10607,,
7337,CYB5B,,80777,,
7338,CA11,,770,,
7339,LDB2,,9079,,
7340,EPM2A,,7957,,
7341,PTPRK,,5796,,
7342,CA5B,,11238,,
7343,SLC29A3,,55315,,
7344,CACNG5,,27091,,
7345,STK4,,6789,,
7346,BID,,637,,
7347,P4HA2,,8974,,
7348,RNF115,,27246,,
7349,TRPS1,,7227,,
7350,CDO1,,1036,,
7351,C11orf16,,56673,,
7352,RAB23,,51715,,
7353,TCTE3,,6991,,
7354,DIAPH3,,81624,,
7355,ALDH2,,217,,
7356,CTSK,,1513,,
7357,SDF2L1,,23753,,
7358,HSD17B4,,3295,,
7359,PKIG,,11142,,
7360,SRM,,6723,,
7361,DNAJC22,,79962,,
7362,FOXP3,,50943,,
7363,GSR,,2936,,
7364,MMD,,23531,,
7365,PDE6D,,5147,,
7366,PSAP,,5660,,
7367,MAPK14,,1432,,
7368,SLC30A3,,7781,,
7369,OR2C1,,4993,,
7370,WSCD1,,23302,,
7371,NRIP3,,56675,,
7372,TYRO3,,7301,,
7373,ARNT2,,9915,,
7374,GAPDHS,,26330,,
7375,KRT12,,3859,,
7376,ADAM7,,8756,,
7377,HNF1A,,6927,,
7378,NUPL2,,11097,,
7379,LDOC1,,23641,,
7380,PIP4K2B,,8396,,
7381,CHUK,,1147,,
7382,SOD2,,6648,,
7383,GRB14,,2888,,
7384,NAT8,,9027,,
7385,MAGEC3,,139081,,
7386,ASH2L,,9070,,
7387,SAA3P,,6290,,
7388,NOVA1,,4857,,
7389,SEPT3,,55964,,
7390,SRGAP2P1,,653464,,
7391,ZNF667,,63934,,
7392,GPX5,,2880,,
7393,SYT11,,23208,,
7394,BSCL2,,26580,,
7395,USP25,,29761,,
7396,OSGEPL1,,64172,,
7397,NXPH3,,11248,,
7398,STAB2,,55576,,
7399,RNF8,,9025,,
7400,METTL10,,399818,,
7401,HLA-E,,3133,,
7402,BTN1A1,,696,,
7403,DDC,,1644,,
7404,GPR153,,387509,,
7405,GYG1,,2992,,
7406,SCN1A,,6323,,
7407,MICA,,100507436,,
7408,TMEM51,,55092,,
7409,CPA2,,1358,,
7410,DHH,,50846,,
7411,SALL3,,27164,,
7412,HARS2,,23438,,
7413,CCNA2,,890,,
7414,NFE2L2,,4780,,
7415,SEC24C,,9632,,
7416,CYP7B1,,9420,,
7417,RMST,,196475,,
7418,CENPT,,80152,,
7419,PBXIP1,,57326,,
7420,F2RL2,,2151,,
7421,GCNT4,,51301,,
7422,ABCC6P2,,730013,,
7423,TMEM156,,80008,,
7424,EPS8,,2059,,
7425,SCPEP1,,59342,,
7426,LOC644295,,644295,,
7427,CEBPE,,1053,,
7428,ANXA2P1,,303,,
7429,LOC653127,,653127,,
7430,GABRA3,,2556,,
7431,DNM3,,26052,,
7432,DNAJC2,,27000,,
7433,C18orf8,,29919,,
7434,IER2,,9592,,
7435,SMC2,,10592,,
7436,PARP8,,79668,,
7437,MAGOH,,4116,,
7438,INS,,3630,,
7439,TRIM69,,140691,,
7440,PGM2,,55276,,
7441,MPP2,,4355,,
7442,MTF2,,22823,,
7443,PIGN,,23556,,
7444,GBP4,,115361,,
7445,BAI1,,575,,
7446,HMHB1,,57824,,
7447,PROL1,,58503,,
7448,SSTR2,,6752,,
7449,RABGAP1L,,9910,,
7450,B3GNT3,,10331,,
7451,UBE2E2,,7325,,
7452,IGSF1,,3547,,
7453,CERK,,64781,,
7454,MICALL2,,79778,,
7455,LRRC61,,65999,,
7456,ZNF471,,57573,,
7457,PTPN22,,26191,,
7458,EDEM1,,9695,,
7459,NPPA,,4878,,
7460,GNAO1,,2775,,
7461,TRIOBP,,11078,,
7462,SHOX2,,6474,,
7463,PLAA,,9373,,
7464,LYRM5,,144363,,
7465,ZADH2,,284273,,
7466,CAND2,,23066,,
7467,MYBPC1,,4604,,
7468,BMP3,,651,,
7469,NTNG2,,84628,,
7470,MOGAT1,,116255,,
7471,CHMP1B,,57132,,
7472,CACNG4,,27092,,
7473,CORO1C,,23603,,
7474,AGAP11,,119385,,
7475,LRMP,,4033,,
7476,GPR20,,2843,,
7477,ARSE,,415,,
7478,ZNF512B,,57473,,
7479,DACT1,,51339,,
7480,VASH1,,22846,,
7481,SLC37A4,,2542,,
7482,HECW1,,23072,,
7483,KLK5,,25818,,
7484,ZNF714,,148206,,
7485,PDZRN4,,29951,,
7486,IFNA16,,3449,,
7487,LOC650594,,650594,,
7488,MGC40069,,348035,,
7489,ADRA1B,,147,,
7490,PRR15L,,79170,,
7491,NHSL1,,57224,,
7492,DERA,,51071,,
7493,FHOD1,,29109,,
7494,KRR1,,11103,,
7495,DDB1,,1642,,
7496,DOLPP1,,57171,,
7497,SLC25A45,,283130,,
7498,ALDH1B1,,219,,
7499,FBXO38,,81545,,
7500,PAPD7,,11044,,
7501,RAB3IP,,117177,,
7502,SP3,,6670,,
7503,DNAJC13,,23317,,
7504,APAF1,,317,,
7505,F2R,,2149,,
7506,AP4S1,,11154,,
7507,CLTCL1,,8218,,
7508,SIRPB1,,10326,,
7509,FXYD2,,486,,
7510,RAB43,,339122,,
7511,CD1D,,912,,
7512,UTP15,,84135,,
7513,SLC4A9,,83697,,
7514,KNG1,,3827,,
7515,ABHD14A,,25864,,
7516,IFITM3,,10410,,
7517,REEP1,,65055,,
7518,MED13L,,23389,,
7519,JAM2,,58494,,
7520,NEIL1,,79661,,
7521,OVOL2,,58495,,
7522,USP12,,219333,,
7523,IQCC,,55721,,
7524,MYH14,,79784,,
7525,UCP3,,7352,,
7526,MAGEH1,,28986,,
7527,LMBRD1,,55788,,
7528,DIMT1,,27292,,
7529,RAB6B,,51560,,
7530,GRINA,,2907,,
7531,BEGAIN,,57596,,
7532,NT5E,,4907,,
7533,DIRAS3,,9077,,
7534,KRT9,,3857,,
7535,UBXN11,,91544,,
7536,UBA5,,79876,,
7537,TYRP1,,7306,,
7538,AVL9,,23080,,
7539,RACGAP1,,29127,,
7540,CRHBP,,1393,,
7541,CDC14A,,8556,,
7542,FAM158A,,51016,,
7543,EXOC1,,55763,,
7544,KLRG2,,346689,,
7545,LOC284757,,284757,,
7546,MTPAP,,55149,,
7547,GPR1,,2825,,
7548,CBX8,,57332,,
7549,MAPK10,,5602,,
7550,PPP1R9A,,55607,,
7551,LIMD2,,80774,,
7552,FOXK1,,221937,,
7553,CDCP1,,64866,,
7554,PSMD13,,5719,,
7555,HERC1,,8925,,
7556,S100B,,6285,,
7557,TULP3,,7289,,
7558,CLEC4M,,10332,,
7559,TMEM53,,79639,,
7560,SRCAP,,10847,,
7561,IREB2,,3658,,
7562,AIRE,,326,,
7563,ZNF652,,22834,,
7564,TRAPPC5,,126003,,
7565,ZFP92,,139735,,
7566,LILRA2,,11027,,
7567,GPRC5B,,51704,,
7568,DTWD1,,56986,,
7569,CDCA7,,83879,,
7570,LOC283475,,283475,,
7571,KLHDC5,,57542,,
7572,DTNA,,1837,,
7573,ZNF696,,79943,,
7574,BTK,,695,,
7575,NOX1,,27035,,
7576,PLEKHO1,,51177,,
7577,LINC00260,,84719,,
7578,FERMT3,,83706,,
7579,GVINP1,,387751,,
7580,DNAJC30,,84277,,
7581,WNT3A,,89780,,
7582,LHX1,,3975,,
7583,UNC93B1,,81622,,
7584,LMAN1,,3998,,
7585,TBCK,,93627,,
7586,TAGLN2,,8407,,
7587,PPP3CC,,5533,,
7588,ARL1,,400,,
7589,ARHGAP11A,,9824,,
7590,YRDC,,79693,,
7591,CXorf21,,80231,,
7592,TPST2,,8459,,
7593,OXCT1,,5019,,
7594,TBPL1,,9519,,
7595,ALKBH1,,8846,,
7596,CMTM1,,113540,,
7597,CD300A,,11314,,
7598,THUMPD1,,55623,,
7599,CUTC,,51076,,
7600,NCK2,,8440,,
7601,LOC641807,,641807,,
7602,DNM1,,1759,,
7603,CNIH2,,254263,,
7604,EIF4ENIF1,,56478,,
7605,TGFB1,,7040,,
7606,HAUS1,,115106,,
7607,A2LD1,,87769,,
7608,NDC80,,10403,,
7609,RFNG,,5986,,
7610,KEL,,3792,,
7611,NFIC,,4782,,
7612,NFKBIB,,4793,,
7613,GSTM1,,2944,,
7614,PCNXL3,,399909,,
7615,CCDC65,,85478,,
7616,GRK6,,2870,,
7617,RALGAPA1,,253959,,
7618,POLR3H,,171568,,
7619,PWWP2A,,114825,,
7620,RNF38,,152006,,
7621,TBC1D19,,55296,,
7622,DYNC2LI1,,51626,,
7623,ERO1LB,,56605,,
7624,SLC46A2,,57864,,
7625,TUB,,7275,,
7626,SLITRK3,,22865,,
7627,OTUD7A,,161725,,
7628,ARHGDIG,,398,,
7629,CHRND,,1144,,
7630,AGR3,,155465,,
7631,GTSE1,,51512,,
7632,MFN1,,55669,,
7633,EXO1,,9156,,
7634,SFXN3,,81855,,
7635,IFNW1,,3467,,
7636,RRBP1,,6238,,
7637,PAX4,,5078,,
7638,SUZ12P,,440423,,
7639,C13orf44,,79024,,
7640,NME5,,8382,,
7641,DEFB4A,,1673,,
7642,RARRES2,,5919,,
7643,XPR1,,9213,,
7644,WBP11,,51729,,
7645,MSH6,,2956,,
7646,LOC100287723,,100287723,,
7647,MPHOSPH6,,10200,,
7648,RAB9A,,9367,,
7649,CROCCP2,,84809,,
7650,CENPQ,,55166,,
7651,LTK,,4058,,
7652,STK11IP,,114790,,
7653,MMP27,,64066,,
7654,POU6F1,,5463,,
7655,ADRA1D,,146,,
7656,TSHZ1,,10194,,
7657,WASH3P,,374666,,
7658,ANXA9,,8416,,
7659,LRRC37BP1,,147172,,
7660,PCDHGC3,,5098,,
7661,RAB11FIP3,,9727,,
7662,MAN2A2,,4122,,
7663,SHF,,90525,,
7664,GSTA2,,2939,,
7665,BRWD1,,54014,,
7666,RNPEPL1,,57140,,
7667,ZFP62,,643836,,
7668,TEX2,,55852,,
7669,B4GALNT1,,2583,,
7670,SIT1,,27240,,
7671,CRHR2,,1395,,
7672,DOCK1,,1793,,
7673,NTPCR,,84284,,
7674,CSGALNACT2,,55454,,
7675,ZC3H3,,23144,,
7676,GNB1,,2782,,
7677,TTC15,,51112,,
7678,NKD2,,85409,,
7679,COL4A6,,1288,,
7680,PRKAG2,,51422,,
7681,IL4,,3565,,
7682,ACVR2A,,92,,
7683,KLHL25,,64410,,
7684,IGHV1-69,,28461,,
7685,HSPB1,,3315,,
7686,ZCCHC2,,54877,,
7687,RPA4,,29935,,
7688,CHRM5,,1133,,
7689,ROCK2,,9475,,
7690,AD7C-NTP,,27308,,
7691,IL5RA,,3568,,
7692,CCNJ,,54619,,
7693,PPY,,5539,,
7694,CHD8,,57680,,
7695,MT1F,,4494,,
7696,BRD8,,10902,,
7697,KRBA1,,84626,,
7698,PHC1,,1911,,
7699,KCNK4,,50801,,
7700,B4GALT5,,9334,,
7701,TKTL1,,8277,,
7702,CENPO,,79172,,
7703,ACVR1B,,91,,
7704,PDE6G,,5148,,
7705,MC3R,,4159,,
7706,CLDN3,,1365,,
7707,FAM173B,,134145,,
7708,NSUN3,,63899,,
7709,ENOSF1,,55556,,
7710,CBLB,,868,,
7711,NUAK1,,9891,,
7712,LRCH4,,4034,,
7713,CHD2,,1106,,
7714,HOXB7,,3217,,
7715,C15orf38,,348110,,
7716,SMPD3,,55512,,
7717,RASA3,,22821,,
7718,AGXT2L1,,64850,,
7719,SCRN3,,79634,,
7720,LCK,,3932,,
7721,BMP10,,27302,,
7722,MGEA5,,10724,,
7723,C6orf108,,10591,,
7724,CLRN3,,119467,,
7725,TMEM27,,57393,,
7726,C20orf27,,54976,,
7727,SLC10A6,,345274,,
7728,PTRH1,,138428,,
7729,RNASEH2B,,79621,,
7730,IL22RA1,,58985,,
7731,LOC388796,,388796,,
7732,HOXB8,,3218,,
7733,APC2,,10297,,
7734,EZR,,7430,,
7735,GLUD1,,2746,,
7736,SPON2,,10417,,
7737,HPDL,,84842,,
7738,SEMA6A,,57556,,
7739,SMC5,,23137,,
7740,TBC1D13,,54662,,
7741,CCNL1,,57018,,
7742,LOC642671,,642671,,
7743,CHRM2,,1129,,
7744,CD96,,10225,,
7745,HAL,,3034,,
7746,FAM59A,,64762,,
7747,C11orf83,,790955,,
7748,FBXO11,,80204,,
7749,ZFYVE1,,53349,,
7750,POM121,,9883,,
7751,PRKG1,,5592,,
7752,SNORD22,,9304,,
7753,RIMKLB,,57494,,
7754,REV3L,,5980,,
7755,CALCOCO1,,57658,,
7756,LOC80054,,80054,,
7757,LANCL2,,55915,,
7758,HAO1,,54363,,
7759,CABLES2,,81928,,
7760,SLC31A2,,1318,,
7761,SOHLH2,,54937,,
7762,GSC2,,2928,,
7763,GML,,2765,,
7764,PTGS1,,5742,,
7765,MGC13053,,84796,,
7766,FAM86B2,,653333,,
7767,SLC16A3,,9123,,
7768,CEP68,,23177,,
7769,PHKG2,,5261,,
7770,NGLY1,,55768,,
7771,TRMT1L,,81627,,
7772,RUSC2,,9853,,
7773,UNC5C,,8633,,
7774,IPO8,,10526,,
7775,TMBIM1,,64114,,
7776,ATP8A2,,51761,,
7777,C18orf32,,497661,,
7778,MAN1B1,,11253,,
7779,RBPMS2,,348093,,
7780,PVRL4,,81607,,
7781,MYOZ2,,51778,,
7782,C2orf40,,84417,,
7783,MLIP,,90523,,
7784,PAK6,,56924,,
7785,EIF3FP2,,83880,,
7786,FAM98A,,25940,,
7787,TMEM39A,,55254,,
7788,RABAC1,,10567,,
7789,AUH,,549,,
7790,HIST1H2BJ,,8970,,
7791,TERF2,,7014,,
7792,POM121L12,,285877,,
7793,TAF9B,,51616,,
7794,CYP4F8,,11283,,
7795,NDP,,4693,,
7796,ELL3,,80237,,
7797,MXI1,,4601,,
7798,PRMT3,,10196,,
7799,RBBP6,,5930,,
7800,FANCM,,57697,,
7801,CLP1,,10978,,
7802,SLC25A1,,6576,,
7803,TROAP,,10024,,
7804,THOC2,,57187,,
7805,EPCAM,,4072,,
7806,BRI3BP,,140707,,
7807,FAM73B,,84895,,
7808,HP,,3240,,
7809,RERE,,473,,
7810,ELF4,,2000,,
7811,DHRS7,,51635,,
7812,PCDHA10,,56139,,
7813,IL2RB,,3560,,
7814,GABRB3,,2562,,
7815,FLJ20712,,55025,,
7816,ACOXL,,55289,,
7817,FFAR2,,2867,,
7818,GSTM4,,2948,,
7819,DNAJC16,,23341,,
7820,GRASP,,160622,,
7821,SLC40A1,,30061,,
7822,PTK7,,5754,,
7823,LSM12,,124801,,
7824,NME7,,29922,,
7825,PRDM8,,56978,,
7826,RCBTB1,,55213,,
7827,CAD,,790,,
7828,GFI1B,,8328,,
7829,TSHR,,7253,,
7830,MYBPC3,,4607,,
7831,RAD9A,,5883,,
7832,POTEKP,,440915,,
7833,STAMBP,,10617,,
7834,SUN2,,25777,,
7835,TMCO6,,55374,,
7836,FLJ44635,,392490,,
7837,DEFA4,,1669,,
7838,IFNA7,,3444,,
7839,CFHR5,,81494,,
7840,ETNK1,,55500,,
7841,GTPBP8,,29083,,
7842,TRIML2,,205860,,
7843,CMC1,,152100,,
7844,TNFRSF10C,,8794,,
7845,INSL5,,10022,,
7846,AQP4,,361,,
7847,PDZD2,,23037,,
7848,C11orf34,,349633,,
7849,TRNT1,,51095,,
7850,FANCL,,55120,,
7851,NNT,,23530,,
7852,ZNF644,,84146,,
7853,KIAA1147,,57189,,
7854,CDK5,,1020,,
7855,PDE9A,,5152,,
7856,CREBZF,,58487,,
7857,MRPL19,,9801,,
7858,DCX,,1641,,
7859,IRX3,,79191,,
7860,ZNF165,,7718,,
7861,GKAP1,,80318,,
7862,COX4I2,,84701,,
7863,DLG5,,9231,,
7864,LMO4,,8543,,
7865,CEACAM4,,1089,,
7866,ASPA,,443,,
7867,DAGLA,,747,,
7868,TWF2,,11344,,
7869,FMO6P,,388714,,
7870,C16orf62,,57020,,
7871,GGTLC2,,91227,,
7872,C3orf18,,51161,,
7873,FAM160B1,,57700,,
7874,FETUB,,26998,,
7875,TNPO2,,30000,,
7876,FBN1,,2200,,
7877,RNASET2,,8635,,
7878,HEPH,,9843,,
7879,LIPF,,8513,,
7880,SERPINC1,,462,,
7881,ZBTB5,,9925,,
7882,DNMBP,,23268,,
7883,MYBPC2,,4606,,
7884,SLC31A1,,1317,,
7885,CEP55,,55165,,
7886,NDFIP1,,80762,,
7887,LOC284801,,284801,,
7888,SSTR1,,6751,,
7889,HUS1,,3364,,
7890,GRM3,,2913,,
7891,PHF14,,9678,,
7892,PPP3CA,,5530,,
7893,IVNS1ABP,,10625,,
7894,SLTM,,79811,,
7895,HIVEP1,,3096,,
7896,LMF2,,91289,,
7897,NMD3,,51068,,
7898,PLBD2,,196463,,
7899,CTRL,,1506,,
7900,KCNAB3,,9196,,
7901,KLRC1,,3821,,
7902,FBXO24,,26261,,
7903,MBNL2,,10150,,
7904,INTS7,,25896,,
7905,C11orf96,,387763,,
7906,CXXC1P1,,392459,,
7907,LYPD6,,130574,,
7908,PXK,,54899,,
7909,CCDC22,,28952,,
7910,PADI4,,23569,,
7911,CAND1,,55832,,
